Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
2012,4,Long Island,Nassau,17000,17620000
2012,4,New York City,New York,22100,23570000
2012,4,Western New York,Niagara,4900,4080000
2012,4,Mohawk Valley,Oneida,3600,3370000
2012,4,Central New York,Onondaga,6800,6600000
2012,4,Finger Lakes,Ontario,1800,1690000
2012,4,Hudson Valley,Orange,5200,5180000
2012,4,Finger Lakes,Orleans,800,670000
2012,4,Central New York,Oswego,2700,2610000
2012,4,Mohawk Valley,Otsego,900,850000
2012,4,Out-of-State Resident,Out-of-State,23400,29050000
2012,4,Hudson Valley,Putnam,1300,1380000
2012,4,New York City,Queens,29300,29770000
2012,4,Capital,Rensselaer,2500,2470000
2012,4,New York City,Richmond,6700,6340000
2012,4,Hudson Valley,Rockland,3300,3290000
2012,4,Capital,Saratoga,3100,3150000
2012,4,Capital,Schenectady,2400,2280000
2012,4,Mohawk Valley,Schoharie,600,620000
2012,4,Southern Tier,Schuyler,400,400000
2012,4,Finger Lakes,Seneca,500,510000
2012,4,Southern Tier,Steuben,2000,1810000
2012,4,North Country,St. Lawrence,2000,1840000
2012,4,Long Island,Suffolk,23600,23660000
2012,4,Hudson Valley,Sullivan,1400,1320000
2012,4,Southern Tier,Tioga,800,660000
2012,4,Southern Tier,Tompkins,800,780000
2012,4,Hudson Valley,Ulster,3200,3080000
2012,4,Unknown Geography,Unknown,500,550000
2012,4,Capital,Warren,1700,1520000
2012,4,Capital,Washington,1100,980000
2012,4,Finger Lakes,Wayne,2000,1840000
2012,4,Hudson Valley,Westchester,10900,11480000
2012,4,Finger Lakes,Wyoming,1000,840000
2012,4,Finger Lakes,Yates,400,360000
2012,3,Capital,Albany,3900,3700000
2012,3,Western New York,Allegany,800,700000
2012,3,New York City,Bronx,21600,20070000
2012,3,Southern Tier,Broome,3600,3100000
2012,3,Western New York,Cattaraugus,1800,1630000
2012,3,Central New York,Cayuga,1600,1560000
2012,3,Western New York,Chautauqua,2400,2010000
2012,3,Southern Tier,Chemung,1200,1160000
2012,3,Southern Tier,Chenango,1000,960000
2012,3,North Country,Clinton,1800,1600000
2012,3,Capital,Columbia,800,800000
2012,3,Central New York,Cortland,1100,1090000
2012,3,Southern Tier,Delaware,800,730000
2012,3,Hudson Valley,Dutchess,3900,4010000
2012,3,Western New York,Erie,16600,15560000
2012,3,North Country,Essex,800,770000
2012,3,North Country,Franklin,1100,1000000
2012,3,Mohawk Valley,Fulton,1200,1170000
2012,3,Finger Lakes,Genesee,1300,1170000
2012,3,Capital,Greene,1000,950000
2012,3,North Country,Hamilton,200,180000
2012,3,Mohawk Valley,Herkimer,1400,1380000
2012,3,North Country,Jefferson,2500,2390000
2012,3,New York City,Kings,33300,32800000
2012,3,North Country,Lewis,700,710000
2012,3,Finger Lakes,Livingston,1400,1300000
2012,3,Central New York,Madison,1300,1320000
2012,3,Finger Lakes,Monroe,11200,10510000
2012,3,Mohawk Valley,Montgomery,1600,1460000
2012,3,Long Island,Nassau,17200,17890000
2012,3,New York City,New York,21700,22760000
2012,3,Western New York,Niagara,4900,4350000
2012,3,Mohawk Valley,Oneida,4000,3630000
2012,3,Central New York,Onondaga,7300,7020000
2012,3,Finger Lakes,Ontario,2200,1910000
2012,3,Hudson Valley,Orange,4900,5090000
2012,3,Finger Lakes,Orleans,800,720000
2012,3,Central New York,Oswego,3000,2940000
2012,3,Mohawk Valley,Otsego,1200,1050000
2012,3,Out-of-State Resident,Out-of-State,23900,28630000
2012,3,Hudson Valley,Putnam,1300,1340000
2012,3,New York City,Queens,27900,28260000
2012,3,Capital,Rensselaer,2800,2760000
2012,3,New York City,Richmond,5500,5790000
2012,3,Hudson Valley,Rockland,3200,3300000
2012,3,Capital,Saratoga,3400,3350000
2012,3,Capital,Schenectady,2400,2350000
2012,3,Mohawk Valley,Schoharie,800,760000
2012,3,Southern Tier,Schuyler,400,390000
2012,3,Finger Lakes,Seneca,600,570000
2012,3,Southern Tier,Steuben,2100,1860000
2012,3,North Country,St. Lawrence,2100,1950000
2012,3,Long Island,Suffolk,24200,25160000
2012,3,Hudson Valley,Sullivan,1500,1390000
2012,3,Southern Tier,Tioga,900,780000
2012,3,Southern Tier,Tompkins,1000,870000
2012,3,Hudson Valley,Ulster,3100,3070000
2012,3,Unknown Geography,Unknown,500,520000
2012,3,Capital,Warren,1800,1660000
2012,3,Capital,Washington,1300,1170000
2012,3,Finger Lakes,Wayne,2200,2050000
2012,3,Hudson Valley,Westchester,11300,11940000
2012,3,Finger Lakes,Wyoming,1100,1020000
2012,3,Finger Lakes,Yates,500,400000
2012,2,Capital,Albany,3800,3700000
2012,2,Western New York,Allegany,800,750000
2012,2,New York City,Bronx,22000,20190000
2012,2,Southern Tier,Broome,3600,3230000
2012,2,Western New York,Cattaraugus,1800,1740000
2012,2,Central New York,Cayuga,1700,1610000
2012,2,Western New York,Chautauqua,2400,2120000
2012,2,Southern Tier,Chemung,1200,1200000
2012,2,Southern Tier,Chenango,1100,1050000
2012,2,North Country,Clinton,1600,1550000
2012,2,Capital,Columbia,900,860000
2012,2,Central New York,Cortland,1100,1220000
2012,2,Southern Tier,Delaware,800,810000
2012,2,Hudson Valley,Dutchess,3900,4050000
2012,2,Western New York,Erie,17600,16060000
2012,2,North Country,Essex,800,780000
2012,2,North Country,Franklin,1000,950000
2012,2,Mohawk Valley,Fulton,1200,1200000
2012,2,Finger Lakes,Genesee,1400,1270000
2012,2,Capital,Greene,1000,990000
2012,2,North Country,Hamilton,200,160000
2012,2,Mohawk Valley,Herkimer,1500,1440000
2012,2,North Country,Jefferson,2500,2420000
2012,2,New York City,Kings,34400,33030000
2012,2,North Country,Lewis,700,750000
2012,2,Finger Lakes,Livingston,1400,1320000
2012,2,Central New York,Madison,1400,1390000
2012,2,Finger Lakes,Monroe,11400,10520000
2012,2,Mohawk Valley,Montgomery,1700,1530000
2012,2,Long Island,Nassau,17900,18550000
2012,2,New York City,New York,22000,22650000
2012,2,Western New York,Niagara,5200,4570000
2012,2,Mohawk Valley,Oneida,4100,3800000
2012,2,Central New York,Onondaga,7600,7310000
2012,2,Finger Lakes,Ontario,2100,1980000
2012,2,Hudson Valley,Orange,4900,5080000
2012,2,Finger Lakes,Orleans,900,750000
2012,2,Central New York,Oswego,3200,3180000
2012,2,Mohawk Valley,Otsego,1100,1080000
2012,2,Out-of-State Resident,Out-of-State,24200,29170000
2012,2,Hudson Valley,Putnam,1300,1420000
2012,2,New York City,Queens,28500,28750000
2012,2,Capital,Rensselaer,2800,2850000
2012,2,New York City,Richmond,5700,5800000
2012,2,Hudson Valley,Rockland,3500,3500000
2012,2,Capital,Saratoga,3400,3480000
2012,2,Capital,Schenectady,2600,2430000
2012,2,Mohawk Valley,Schoharie,800,800000
2012,2,Southern Tier,Schuyler,500,420000
2012,2,Finger Lakes,Seneca,600,590000
2012,2,Southern Tier,Steuben,1900,1930000
2012,2,North Country,St. Lawrence,2000,1940000
2012,2,Long Island,Suffolk,26500,26960000
2012,2,Hudson Valley,Sullivan,1400,1390000
2012,2,Southern Tier,Tioga,900,890000
2012,2,Southern Tier,Tompkins,900,900000
2012,2,Hudson Valley,Ulster,3100,3110000
2012,2,Unknown Geography,Unknown,500,490000
2012,2,Capital,Warren,1900,1720000
2012,2,Capital,Washington,1300,1230000
2012,2,Finger Lakes,Wayne,2200,2110000
2012,2,Hudson Valley,Westchester,11400,12180000
2012,2,Finger Lakes,Wyoming,1100,1100000
2012,2,Finger Lakes,Yates,500,430000
2012,1,Capital,Albany,4200,4220000
2012,1,Western New York,Allegany,900,960000
2012,1,New York City,Bronx,24500,23740000
2012,1,Southern Tier,Broome,3900,3910000
2012,1,Western New York,Cattaraugus,2100,2010000
2012,1,Central New York,Cayuga,1700,1740000
2012,1,Western New York,Chautauqua,2500,2400000
2012,1,Southern Tier,Chemung,1200,1280000
2012,1,Southern Tier,Chenango,1200,1260000
2012,1,North Country,Clinton,1800,1870000
2012,1,Capital,Columbia,900,930000
2012,1,Central New York,Cortland,1200,1430000
2012,1,Southern Tier,Delaware,800,880000
2012,1,Hudson Valley,Dutchess,4200,4650000
2012,1,Western New York,Erie,18800,18330000
2012,1,North Country,Essex,800,880000
2012,1,North Country,Franklin,1000,1090000
2012,1,Mohawk Valley,Fulton,1300,1330000
2012,1,Finger Lakes,Genesee,1500,1470000
2012,1,Capital,Greene,1100,1060000
2012,1,North Country,Hamilton,200,180000
2012,1,Mohawk Valley,Herkimer,1500,1580000
2012,1,North Country,Jefferson,2700,2800000
2012,1,New York City,Kings,39100,39350000
2012,1,North Country,Lewis,800,850000
2012,1,Finger Lakes,Livingston,1600,1690000
2012,1,Central New York,Madison,1400,1570000
2012,1,Finger Lakes,Monroe,12400,12100000
2012,1,Mohawk Valley,Montgomery,1700,1700000
2012,1,Long Island,Nassau,19400,21310000
2012,1,New York City,New York,23600,26500000
2012,1,Western New York,Niagara,5800,5270000
2012,1,Mohawk Valley,Oneida,4500,4450000
2012,1,Central New York,Onondaga,8100,8410000
2012,1,Finger Lakes,Ontario,2100,2240000
2012,1,Hudson Valley,Orange,5700,5920000
2012,1,Finger Lakes,Orleans,1000,880000
2012,1,Central New York,Oswego,3500,3810000
2012,1,Mohawk Valley,Otsego,1200,1260000
2012,1,Out-of-State Resident,Out-of-State,25600,32970000
2012,1,Hudson Valley,Putnam,1500,1690000
2012,1,New York City,Queens,31200,33290000
2012,1,Capital,Rensselaer,3100,3180000
2012,1,New York City,Richmond,7100,7050000
2012,1,Hudson Valley,Rockland,3800,4040000
2012,1,Capital,Saratoga,3600,3800000
2012,1,Capital,Schenectady,2700,2720000
2012,1,Mohawk Valley,Schoharie,900,920000
2012,1,Southern Tier,Schuyler,500,470000
2012,1,Finger Lakes,Seneca,600,630000
2012,1,Southern Tier,Steuben,2000,2150000
2012,1,North Country,St. Lawrence,2300,2290000
2012,1,Long Island,Suffolk,28000,30590000
2012,1,Hudson Valley,Sullivan,1500,1580000
2012,1,Southern Tier,Tioga,1000,1070000
2012,1,Southern Tier,Tompkins,1000,1030000
2012,1,Hudson Valley,Ulster,3500,3440000
2012,1,Unknown Geography,Unknown,500,550000
2012,1,Capital,Warren,1900,1920000
2012,1,Capital,Washington,1300,1300000
2012,1,Finger Lakes,Wayne,2200,2330000
2012,1,Hudson Valley,Westchester,12600,14140000
2012,1,Finger Lakes,Wyoming,1300,1360000
2012,1,Finger Lakes,Yates,500,500000
2011,12,Capital,Albany,3500,3130000
2011,12,Western New York,Allegany,800,630000
2011,12,New York City,Bronx,20300,18420000
2011,12,Southern Tier,Broome,3300,2750000
2011,12,Western New York,Cattaraugus,1800,1390000
2011,12,Central New York,Cayuga,1300,1150000
2011,12,Western New York,Chautauqua,2200,1690000
2011,12,Southern Tier,Chemung,1100,980000
2011,12,Southern Tier,Chenango,900,850000
2011,12,North Country,Clinton,1500,1200000
2011,12,Capital,Columbia,700,660000
2011,12,Central New York,Cortland,1100,1020000
2011,12,Southern Tier,Delaware,600,550000
2011,12,Hudson Valley,Dutchess,3400,3340000
2011,12,Western New York,Erie,15000,12970000
2011,12,North Country,Essex,700,610000
2011,12,North Country,Franklin,900,760000
2011,12,Mohawk Valley,Fulton,1100,980000
2011,12,Finger Lakes,Genesee,1200,960000
2011,12,Capital,Greene,900,750000
2011,12,North Country,Hamilton,200,140000
2011,12,Mohawk Valley,Herkimer,1200,1060000
2011,12,North Country,Jefferson,2200,1950000
2011,12,New York City,Kings,32000,30960000
2011,12,North Country,Lewis,600,550000
2011,12,Finger Lakes,Livingston,1300,1100000
2011,12,Central New York,Madison,1100,1070000
2011,12,Finger Lakes,Monroe,10600,9340000
2011,12,Mohawk Valley,Montgomery,1300,1110000
2011,12,Long Island,Nassau,15600,16060000
2011,12,New York City,New York,20500,21200000
2011,12,Western New York,Niagara,4300,3670000
2011,12,Mohawk Valley,Oneida,3700,3180000
2011,12,Central New York,Onondaga,6700,6160000
2011,12,Finger Lakes,Ontario,1800,1540000
2011,12,Hudson Valley,Orange,4400,4290000
2011,12,Finger Lakes,Orleans,700,600000
2011,12,Central New York,Oswego,2800,2580000
2011,12,Mohawk Valley,Otsego,1000,840000
2011,12,Out-of-State Resident,Out-of-State,22400,26180000
2011,12,Hudson Valley,Putnam,1100,1240000
2011,12,New York City,Queens,25700,25970000
2011,12,Capital,Rensselaer,2400,2160000
2011,12,New York City,Richmond,5300,5410000
2011,12,Hudson Valley,Rockland,3000,3010000
2011,12,Capital,Saratoga,2800,2680000
2011,12,Capital,Schenectady,2100,1960000
2011,12,Mohawk Valley,Schoharie,600,520000
2011,12,Southern Tier,Schuyler,400,310000
2011,12,Finger Lakes,Seneca,500,430000
2011,12,Southern Tier,Steuben,1800,1490000
2011,12,North Country,St. Lawrence,1900,1530000
2011,12,Long Island,Suffolk,21300,21560000
2011,12,Hudson Valley,Sullivan,1300,1150000
2011,12,Southern Tier,Tioga,800,740000
2011,12,Southern Tier,Tompkins,800,710000
2011,12,Hudson Valley,Ulster,2700,2410000
2011,12,Unknown Geography,Unknown,400,400000
2011,12,Capital,Warren,1700,1400000
2011,12,Capital,Washington,1100,870000
2011,12,Finger Lakes,Wayne,1800,1530000
2011,12,Hudson Valley,Westchester,10200,10590000
2011,12,Finger Lakes,Wyoming,1000,820000
2011,12,Finger Lakes,Yates,400,320000
2011,11,Capital,Albany,3200,2930000
2011,11,Western New York,Allegany,600,520000
2011,11,New York City,Bronx,20000,18720000
2011,11,Southern Tier,Broome,3100,2560000
2011,11,Western New York,Cattaraugus,1600,1200000
2011,11,Central New York,Cayuga,1200,1020000
2011,11,Western New York,Chautauqua,1900,1480000
2011,11,Southern Tier,Chemung,1100,950000
2011,11,Southern Tier,Chenango,900,810000
2011,11,North Country,Clinton,1300,1040000
2011,11,Capital,Columbia,600,590000
2011,11,Central New York,Cortland,900,810000
2011,11,Southern Tier,Delaware,600,550000
2011,11,Hudson Valley,Dutchess,3100,3310000
2011,11,Western New York,Erie,13300,11490000
2011,11,North Country,Essex,700,520000
2011,11,North Country,Franklin,800,700000
2011,11,Mohawk Valley,Fulton,1000,890000
2011,11,Finger Lakes,Genesee,1000,780000
2011,11,Capital,Greene,800,750000
2011,11,North Country,Hamilton,200,120000
2011,11,Mohawk Valley,Herkimer,1000,800000
2011,11,North Country,Jefferson,2100,1720000
2011,11,New York City,Kings,31900,32190000
2011,11,North Country,Lewis,500,430000
2011,11,Finger Lakes,Livingston,1100,860000
2011,11,Central New York,Madison,900,860000
2011,11,Finger Lakes,Monroe,9800,8890000
2011,11,Mohawk Valley,Montgomery,1100,920000
2011,11,Long Island,Nassau,14700,15970000
2011,11,New York City,New York,20400,22030000
2011,11,Western New York,Niagara,3700,3100000
2011,11,Mohawk Valley,Oneida,3400,2910000
2011,11,Central New York,Onondaga,6100,5900000
2011,11,Finger Lakes,Ontario,1400,1210000
2011,11,Hudson Valley,Orange,4300,4290000
2011,11,Finger Lakes,Orleans,700,520000
2011,11,Central New York,Oswego,2400,2130000
2011,11,Mohawk Valley,Otsego,800,680000
2011,11,Out-of-State Resident,Out-of-State,21300,26380000
2011,11,Hudson Valley,Putnam,1200,1270000
2011,11,New York City,Queens,25400,26740000
2011,11,Capital,Rensselaer,2000,1950000
2011,11,New York City,Richmond,5200,5480000
2011,11,Hudson Valley,Rockland,3000,3060000
2011,11,Capital,Saratoga,2500,2480000
2011,11,Capital,Schenectady,2000,1890000
2011,11,Mohawk Valley,Schoharie,500,430000
2011,11,Southern Tier,Schuyler,300,240000
2011,11,Finger Lakes,Seneca,400,350000
2011,11,Southern Tier,Steuben,1500,1280000
2011,11,North Country,St. Lawrence,1700,1370000
2011,11,Long Island,Suffolk,20100,21180000
2011,11,Hudson Valley,Sullivan,1100,1040000
2011,11,Southern Tier,Tioga,800,690000
2011,11,Southern Tier,Tompkins,700,670000
2011,11,Hudson Valley,Ulster,2500,2310000
2011,11,Unknown Geography,Unknown,400,400000
2011,11,Capital,Warren,1500,1150000
2011,11,Capital,Washington,900,770000
2011,11,Finger Lakes,Wayne,1500,1250000
2011,11,Hudson Valley,Westchester,9300,10210000
2011,11,Finger Lakes,Wyoming,800,640000
2011,11,Finger Lakes,Yates,300,270000
2011,10,Capital,Albany,3000,2980000
2011,10,Western New York,Allegany,500,410000
2011,10,New York City,Bronx,20100,19500000
2011,10,Southern Tier,Broome,2800,2350000
2011,10,Western New York,Cattaraugus,1300,1030000
2011,10,Central New York,Cayuga,1000,850000
2011,10,Western New York,Chautauqua,1400,1150000
2011,10,Southern Tier,Chemung,1000,970000
2011,10,Southern Tier,Chenango,800,760000
2011,10,North Country,Clinton,1100,910000
2011,10,Capital,Columbia,600,580000
2011,10,Central New York,Cortland,700,540000
2011,10,Southern Tier,Delaware,600,520000
2011,10,Hudson Valley,Dutchess,3000,3170000
2011,10,Western New York,Erie,11800,10660000
2011,10,North Country,Essex,500,360000
2011,10,North Country,Franklin,700,620000
2011,10,Mohawk Valley,Fulton,1000,850000
2011,10,Finger Lakes,Genesee,800,650000
2011,10,Capital,Greene,800,670000
2011,10,North Country,Hamilton,100,60000
2011,10,Mohawk Valley,Herkimer,800,680000
2011,10,North Country,Jefferson,1700,1600000
2011,10,New York City,Kings,32500,32860000
2011,10,North Country,Lewis,500,410000
2011,10,Finger Lakes,Livingston,800,690000
2011,10,Central New York,Madison,800,710000
2011,10,Finger Lakes,Monroe,8900,8530000
2011,10,Mohawk Valley,Montgomery,900,880000
2011,10,Long Island,Nassau,14700,15880000
2011,10,New York City,New York,20600,22080000
2011,10,Western New York,Niagara,3000,2670000
2011,10,Mohawk Valley,Oneida,3000,2690000
2011,10,Central New York,Onondaga,5700,5730000
2011,10,Finger Lakes,Ontario,1200,1080000
2011,10,Hudson Valley,Orange,4000,4050000
2011,10,Finger Lakes,Orleans,500,420000
2011,10,Central New York,Oswego,2000,1820000
2011,10,Mohawk Valley,Otsego,700,600000
2011,10,Out-of-State Resident,Out-of-State,20700,25270000
2011,10,Hudson Valley,Putnam,1100,1190000
2011,10,New York City,Queens,25600,27100000
2011,10,Capital,Rensselaer,1800,1840000
2011,10,New York City,Richmond,5300,5540000
2011,10,Hudson Valley,Rockland,2800,2830000
2011,10,Capital,Saratoga,2200,2310000
2011,10,Capital,Schenectady,1800,1850000
2011,10,Mohawk Valley,Schoharie,500,420000
2011,10,Southern Tier,Schuyler,200,180000
2011,10,Finger Lakes,Seneca,300,300000
2011,10,Southern Tier,Steuben,1300,1180000
2011,10,North Country,St. Lawrence,1400,1300000
2011,10,Long Island,Suffolk,19000,20150000
2011,10,Hudson Valley,Sullivan,900,880000
2011,10,Southern Tier,Tioga,800,690000
2011,10,Southern Tier,Tompkins,600,600000
2011,10,Hudson Valley,Ulster,2300,2250000
2011,10,Unknown Geography,Unknown,400,420000
2011,10,Capital,Warren,1000,850000
2011,10,Capital,Washington,800,740000
2011,10,Finger Lakes,Wayne,1200,1070000
2011,10,Hudson Valley,Westchester,9200,10020000
2011,10,Finger Lakes,Wyoming,600,460000
2011,10,Finger Lakes,Yates,300,250000
2011,9,Capital,Albany,3400,2900000
2011,9,Western New York,Allegany,500,360000
2011,9,New York City,Bronx,22100,18360000
2011,9,Southern Tier,Broome,3000,2130000
2011,9,Western New York,Cattaraugus,1300,900000
2011,9,Central New York,Cayuga,1000,760000
2011,9,Western New York,Chautauqua,1400,990000
2011,9,Southern Tier,Chemung,1100,840000
2011,9,Southern Tier,Chenango,900,680000
2011,9,North Country,Clinton,1200,890000
2011,9,Capital,Columbia,600,560000
2011,9,Central New York,Cortland,600,450000
2011,9,Southern Tier,Delaware,600,460000
2011,9,Hudson Valley,Dutchess,3400,3240000
2011,9,Western New York,Erie,13200,10130000
2011,9,North Country,Essex,400,280000
2011,9,North Country,Franklin,600,510000
2011,9,Mohawk Valley,Fulton,900,700000
2011,9,Finger Lakes,Genesee,800,590000
2011,9,Capital,Greene,900,690000
2011,9,North Country,Hamilton,0,30000
2011,9,Mohawk Valley,Herkimer,900,610000
2011,9,North Country,Jefferson,1500,1290000
2011,9,New York City,Kings,36700,32110000
2011,9,North Country,Lewis,400,340000
2011,9,Finger Lakes,Livingston,700,600000
2011,9,Central New York,Madison,800,650000
2011,9,Finger Lakes,Monroe,9800,8270000
2011,9,Mohawk Valley,Montgomery,1100,850000
2011,9,Long Island,Nassau,16300,15560000
2011,9,New York City,New York,21600,21220000
2011,9,Western New York,Niagara,3500,2490000
2011,9,Mohawk Valley,Oneida,3200,2500000
2011,9,Central New York,Onondaga,5900,5290000
2011,9,Finger Lakes,Ontario,1100,950000
2011,9,Hudson Valley,Orange,4700,4090000
2011,9,Finger Lakes,Orleans,600,390000
2011,9,Central New York,Oswego,2000,1630000
2011,9,Mohawk Valley,Otsego,700,510000
2011,9,Out-of-State Resident,Out-of-State,20400,23750000
2011,9,Hudson Valley,Putnam,1300,1240000
2011,9,New York City,Queens,27900,25960000
2011,9,Capital,Rensselaer,2100,1720000
2011,9,New York City,Richmond,6500,5570000
2011,9,Hudson Valley,Rockland,3200,2920000
2011,9,Capital,Saratoga,2300,2140000
2011,9,Capital,Schenectady,2000,1770000
2011,9,Mohawk Valley,Schoharie,500,440000
2011,9,Southern Tier,Schuyler,200,170000
2011,9,Finger Lakes,Seneca,300,290000
2011,9,Southern Tier,Steuben,1300,1040000
2011,9,North Country,St. Lawrence,1400,1090000
2011,9,Long Island,Suffolk,22500,19970000
2011,9,Hudson Valley,Sullivan,1100,890000
2011,9,Southern Tier,Tioga,800,550000
2011,9,Southern Tier,Tompkins,600,520000
2011,9,Hudson Valley,Ulster,2700,2220000
2011,9,Unknown Geography,Unknown,400,390000
2011,9,Capital,Warren,900,700000
2011,9,Capital,Washington,900,670000
2011,9,Finger Lakes,Wayne,1300,1020000
2011,9,Hudson Valley,Westchester,11100,10320000
2011,9,Finger Lakes,Wyoming,500,360000
2011,9,Finger Lakes,Yates,300,240000
2011,8,Capital,Albany,3600,3860000
2011,8,Western New York,Allegany,600,530000
2011,8,New York City,Bronx,23000,24260000
2011,8,Southern Tier,Broome,2700,2530000
2011,8,Western New York,Cattaraugus,1300,1180000
2011,8,Central New York,Cayuga,1100,1040000
2011,8,Western New York,Chautauqua,1500,1320000
2011,8,Southern Tier,Chemung,1000,980000
2011,8,Southern Tier,Chenango,900,830000
2011,8,North Country,Clinton,1500,1340000
2011,8,Capital,Columbia,700,740000
2011,8,Central New York,Cortland,600,570000
2011,8,Southern Tier,Delaware,600,570000
2011,8,Hudson Valley,Dutchess,3600,4190000
2011,8,Western New York,Erie,14200,13590000
2011,8,North Country,Essex,400,350000
2011,8,North Country,Franklin,700,670000
2011,8,Mohawk Valley,Fulton,900,840000
2011,8,Finger Lakes,Genesee,800,740000
2011,8,Capital,Greene,800,820000
2011,8,North Country,Hamilton,0,30000
2011,8,Mohawk Valley,Herkimer,900,760000
2011,8,North Country,Jefferson,1600,1680000
2011,8,New York City,Kings,37800,42360000
2011,8,North Country,Lewis,400,420000
2011,8,Finger Lakes,Livingston,800,770000
2011,8,Central New York,Madison,900,810000
2011,8,Finger Lakes,Monroe,10500,11130000
2011,8,Mohawk Valley,Montgomery,1100,1050000
2011,8,Long Island,Nassau,17000,20210000
2011,8,New York City,New York,22400,26140000
2011,8,Western New York,Niagara,3800,3540000
2011,8,Mohawk Valley,Oneida,3400,3210000
2011,8,Central New York,Onondaga,6400,6800000
2011,8,Finger Lakes,Ontario,1200,1230000
2011,8,Hudson Valley,Orange,4900,5420000
2011,8,Finger Lakes,Orleans,700,600000
2011,8,Central New York,Oswego,2100,2150000
2011,8,Mohawk Valley,Otsego,800,760000
2011,8,Out-of-State Resident,Out-of-State,21600,28850000
2011,8,Hudson Valley,Putnam,1300,1670000
2011,8,New York City,Queens,28900,33230000
2011,8,Capital,Rensselaer,2300,2360000
2011,8,New York City,Richmond,6800,7910000
2011,8,Hudson Valley,Rockland,3300,3850000
2011,8,Capital,Saratoga,2300,2600000
2011,8,Capital,Schenectady,2100,2230000
2011,8,Mohawk Valley,Schoharie,500,520000
2011,8,Southern Tier,Schuyler,200,240000
2011,8,Finger Lakes,Seneca,400,360000
2011,8,Southern Tier,Steuben,1300,1230000
2011,8,North Country,St. Lawrence,1700,1600000
2011,8,Long Island,Suffolk,23300,27720000
2011,8,Hudson Valley,Sullivan,1000,1060000
2011,8,Southern Tier,Tioga,600,580000
2011,8,Southern Tier,Tompkins,700,750000
2011,8,Hudson Valley,Ulster,2800,2980000
2011,8,Unknown Geography,Unknown,400,470000
2011,8,Capital,Warren,900,880000
2011,8,Capital,Washington,800,800000
2011,8,Finger Lakes,Wayne,1400,1410000
2011,8,Hudson Valley,Westchester,11700,13800000
2011,8,Finger Lakes,Wyoming,600,480000
2011,8,Finger Lakes,Yates,400,320000
2011,7,Capital,Albany,3600,3100000
2011,7,Western New York,Allegany,600,480000
2011,7,New York City,Bronx,22500,19290000
2011,7,Southern Tier,Broome,2800,2230000
2011,7,Western New York,Cattaraugus,1400,1000000
2011,7,Central New York,Cayuga,1100,920000
2011,7,Western New York,Chautauqua,1600,1150000
2011,7,Southern Tier,Chemung,1000,820000
2011,7,Southern Tier,Chenango,900,720000
2011,7,North Country,Clinton,1600,1190000
2011,7,Capital,Columbia,700,640000
2011,7,Central New York,Cortland,600,500000
2011,7,Southern Tier,Delaware,600,530000
2011,7,Hudson Valley,Dutchess,3600,3500000
2011,7,Western New York,Erie,14500,11640000
2011,7,North Country,Essex,400,330000
2011,7,North Country,Franklin,700,610000
2011,7,Mohawk Valley,Fulton,900,700000
2011,7,Finger Lakes,Genesee,900,700000
2011,7,Capital,Greene,800,690000
2011,7,North Country,Hamilton,0,30000
2011,7,Mohawk Valley,Herkimer,900,700000
2011,7,North Country,Jefferson,1600,1400000
2011,7,New York City,Kings,37000,33810000
2011,7,North Country,Lewis,400,390000
2011,7,Finger Lakes,Livingston,900,750000
2011,7,Central New York,Madison,800,670000
2011,7,Finger Lakes,Monroe,10400,8860000
2011,7,Mohawk Valley,Montgomery,1100,850000
2011,7,Long Island,Nassau,16800,16710000
2011,7,New York City,New York,21900,21540000
2011,7,Western New York,Niagara,3900,2900000
2011,7,Mohawk Valley,Oneida,3300,2630000
2011,7,Central New York,Onondaga,6300,5460000
2011,7,Finger Lakes,Ontario,1200,1020000
2011,7,Hudson Valley,Orange,5000,4580000
2011,7,Finger Lakes,Orleans,700,510000
2011,7,Central New York,Oswego,2300,1970000
2011,7,Mohawk Valley,Otsego,700,640000
2011,7,Out-of-State Resident,Out-of-State,21400,24520000
2011,7,Hudson Valley,Putnam,1400,1390000
2011,7,New York City,Queens,28400,27080000
2011,7,Capital,Rensselaer,2300,2010000
2011,7,New York City,Richmond,6700,6270000
2011,7,Hudson Valley,Rockland,3200,3120000
2011,7,Capital,Saratoga,2400,2230000
2011,7,Capital,Schenectady,2100,1860000
2011,7,Mohawk Valley,Schoharie,500,410000
2011,7,Southern Tier,Schuyler,300,210000
2011,7,Finger Lakes,Seneca,400,330000
2011,7,Southern Tier,Steuben,1300,1070000
2011,7,North Country,St. Lawrence,1700,1440000
2011,7,Long Island,Suffolk,23200,22500000
2011,7,Hudson Valley,Sullivan,1100,920000
2011,7,Southern Tier,Tioga,700,550000
2011,7,Southern Tier,Tompkins,800,700000
2011,7,Hudson Valley,Ulster,2900,2490000
2011,7,Unknown Geography,Unknown,400,420000
2011,7,Capital,Warren,900,710000
2011,7,Capital,Washington,900,670000
2011,7,Finger Lakes,Wayne,1600,1280000
2011,7,Hudson Valley,Westchester,11400,10960000
2011,7,Finger Lakes,Wyoming,600,410000
2011,7,Finger Lakes,Yates,400,280000
2011,6,Capital,Albany,3300,3120000
2011,6,Western New York,Allegany,700,580000
2011,6,New York City,Bronx,19400,17890000
2011,6,Southern Tier,Broome,2800,2370000
